,Name,AHA ID,Hospital ID,Cancer Ranking,Cancer Ranking Tied?,Cancer Ranking Revoked?,Cancer Ranking Specialty ID,Cancer Ranking PrettyPrinter,Cancer Care Score,Updated
676,Northside Hospital Forsyth,6380463,6380463,,,,IHQCANC,adult,24.6/100,2023-01-04 19:41:01.724154
677,Aspirus Wausau Hospital,6452085,6452085,,,,IHQCANC,adult,24.5/100,2023-01-04 19:41:01.724154
678,Kendall Regional Medical Center,6390515,6390515,,,,IHQCANC,adult,24.5/100,2023-01-04 19:41:01.724154
679,CHI St. Alexius Health Bismarck,6640040,6640040,,,,IHQCANC,adult,24.4/100,2023-01-04 19:41:01.724154
680,Einstein Medical Center Montgomery,6230515,6230515,,,,IHQCANC,adult,24.4/100,2023-01-04 19:41:01.724154
681,Penrose-St. Francis Health Services-Colorado Springs,6840002,6840002,,,,IHQCANC,adult,24.4/100,2023-01-04 19:41:01.724154
682,UT Health Tyler,6740092,6740092,,,,IHQCANC,adult,24.4/100,2023-01-04 19:41:01.724154
683,Christus Health Shreveport-Bossier,6720088,6720088,,,,IHQCANC,adult,24.3/100,2023-01-04 19:41:01.724154
684,East Alabama Medical Center,6530760,6530760,,,,IHQCANC,adult,24.3/100,2023-01-04 19:41:01.724154
685,Faxton St. Luke's Healthcare-Utica,6210013,6210013,,,,IHQCANC,adult,24.3/100,2023-01-04 19:41:01.724154
686,Springfield Memorial Hospital,6432950,6432950,,,,IHQCANC,adult,24.3/100,2023-01-04 19:41:01.724154
687,Camden Clark Medical Center,6350600,6350600,,,,IHQCANC,adult,24.2/100,2023-01-04 19:41:01.724154
688,Highland Hospital,6214240,6214240,,,,IHQCANC,adult,24.2/100,2023-01-04 19:41:01.724154
689,Johnson City Medical Center,6520466,6520466,,,,IHQCANC,adult,24.2/100,2023-01-04 19:41:01.724154
690,Lutheran Hospital of Indiana,6420420,6420420,,,,IHQCANC,adult,24.2/100,2023-01-04 19:41:01.724154
691,Presbyterian Hospital,6850055,6850055,,,,IHQCANC,adult,24.2/100,2023-01-04 19:41:01.724154
692,Sentara CarePlex Hospital,6340330,6340330,,,,IHQCANC,adult,24.2/100,2023-01-04 19:41:01.724154
693,Baptist Health Cancer Care,6390050,6390050,,,,IHQCANC,adult,24.1/100,2023-01-04 19:41:01.724154
694,Conemaugh Memorial Medical Center,6230052,6230052,,,,IHQCANC,adult,24.1/100,2023-01-04 19:41:01.724154
695,Delray Medical Center,6390081,6390081,,,,IHQCANC,adult,24.1/100,2023-01-04 19:41:01.724154
696,EvergreenHealth Kirkland,6910335,6910335,,,,IHQCANC,adult,24.1/100,2023-01-04 19:41:01.724154
697,Valley Hospital Medical Center,6880073,6880073,,,,IHQCANC,adult,24.1/100,2023-01-04 19:41:01.724154
698,Luminis Health Anne Arundel Medical Center,6320020,6320020,,,,IHQCANC,adult,24.0/100,2023-01-04 19:41:01.724154
699,San Antonio Regional Hospital,6933750,6933750,,,,IHQCANC,adult,23.9/100,2023-01-04 19:41:01.724154
700,United Hospital,6611585,6611585,,,,IHQCANC,adult,23.9/100,2023-01-04 19:41:01.724154
701,Aurora BayCare Medical Center,6450021,6450021,,,,IHQCANC,adult,23.8/100,2023-01-04 19:41:01.724154
702,Gulf Coast Regional Medical Center,6390776,6390776,,,,IHQCANC,adult,23.8/100,2023-01-04 19:41:01.724154
703,HSHS St. John's Hospital,6432980,6432980,,,,IHQCANC,adult,23.8/100,2023-01-04 19:41:01.724154
704,Mercy Hospital-Buffalo,6211100,6211100,,,,IHQCANC,adult,23.8/100,2023-01-04 19:41:01.724154
705,St. Rose Dominican Hospitals-Siena Campus,6880008,6880008,,,,IHQCANC,adult,23.8/100,2023-01-04 19:41:01.724154
706,USMD Hospital at Arlington,6740265,6740265,,,,IHQCANC,adult,23.8/100,2023-01-04 19:41:01.724154
707,BSA Hospital,6740137,6740137,,,,IHQCANC,adult,23.7/100,2023-01-04 19:41:01.724154
708,Covenant Healthcare-Saginaw,6440023,6440023,,,,IHQCANC,adult,23.7/100,2023-01-04 19:41:01.724154
709,MercyOne Siouxland Medical Center,6621275,6621275,,,,IHQCANC,adult,23.7/100,2023-01-04 19:41:01.724154
710,Southwest General Health Center,6410200,6410200,,,,IHQCANC,adult,23.7/100,2023-01-04 19:41:01.724154
711,Winter Haven Hospital,6390079,6390079,,,,IHQCANC,adult,23.6/100,2023-01-04 19:41:01.724154
712,Cleveland Clinic Mercy Hospital,6410290,6410290,,,,IHQCANC,adult,23.5/100,2023-01-04 19:41:01.724154
713,Salina Regional Health Center,6670016,6670016,,,,IHQCANC,adult,23.5/100,2023-01-04 19:41:01.724154
714,ThedaCare Regional Medical Center-Appleton,6450045,6450045,,,,IHQCANC,adult,23.5/100,2023-01-04 19:41:01.724154
715,Ascension St. Mary's Hospital,6442290,6442290,,,,IHQCANC,adult,23.4/100,2023-01-04 19:41:01.724154
716,Trident Medical Center,6370232,6370232,,,,IHQCANC,adult,23.4/100,2023-01-04 19:41:01.724154
717,Mishawaka Medical Center,6421300,6421300,,,,IHQCANC,adult,23.3/100,2023-01-04 19:41:01.724154
718,MultiCare Good Samaritan Hospital,6910500,6910500,,,,IHQCANC,adult,23.3/100,2023-01-04 19:41:01.724154
719,Providence Holy Family Hospital,6910894,6910894,,,,IHQCANC,adult,23.3/100,2023-01-04 19:41:01.724154
720,St. Joseph's Health Hospital,6214870,6214870,,,,IHQCANC,adult,23.3/100,2023-01-04 19:41:01.724154
721,Capital Health Medical Center-Hopewell,6221430,6221430,,,,IHQCANC,adult,23.2/100,2023-01-04 19:41:01.724154
722,Baylor Scott and White Medical Center-Round Rock-Lakeway,6740381,6740381,,,,IHQCANC,adult,23.1/100,2023-01-04 19:41:01.724154
723,Lowell General Hospital,6140428,6140428,,,,IHQCANC,adult,23.1/100,2023-01-04 19:41:01.724154
724,MercyOne North Iowa Medical Center,6620002,6620002,,,,IHQCANC,adult,23.1/100,2023-01-04 19:41:01.724154
725,Meritus Health-Hagerstown,6320580,6320580,,,,IHQCANC,adult,23.0/100,2023-01-04 19:41:01.724154
726,Novant Health New Hanover Regional Medical Center,6360019,6360019,,,,IHQCANC,adult,23.0/100,2023-01-04 19:41:01.724154
727,Palomar Medical Center Escondido,6930660,6930660,,,,IHQCANC,adult,23.0/100,2023-01-04 19:41:01.724154
728,Riverside Community Hospital,6932585,6932585,,,,IHQCANC,adult,23.0/100,2023-01-04 19:41:01.724154
729,SSM Health St. Mary's Hospital-Madison,6450810,6450810,,,,IHQCANC,adult,23.0/100,2023-01-04 19:41:01.724154
730,University Medical Center-Las Vegas,6880071,6880071,,,,IHQCANC,adult,23.0/100,2023-01-04 19:41:01.724154
731,Ascension St. Vincent's Birmingham,6530260,6530260,,,,IHQCANC,adult,22.9/100,2023-01-04 19:41:01.724154
732,Kaiser Permanente Woodland Hills Medical Center,6933915,6933915,,,,IHQCANC,adult,22.9/100,2023-01-04 19:41:01.724154
733,Logan Health-Kalispell,6810007,6810007,,,,IHQCANC,adult,22.9/100,2023-01-04 19:41:01.724154
734,"Southcoast Hospitals-Fall River, New Bedford and Wareham",6140016,6140016,,,,IHQCANC,adult,22.9/100,2023-01-04 19:41:01.724154
735,St. Vincent Hospital-Erie,6230780,6230780,,,,IHQCANC,adult,22.8/100,2023-01-04 19:41:01.724154
736,St. Vincent's Medical Center,6160010,6160010,,,,IHQCANC,adult,22.7/100,2023-01-04 19:41:01.724154
737,Wesley Healthcare Center,6671170,6671170,,,,IHQCANC,adult,22.7/100,2023-01-04 19:41:01.724154
738,Hospitals of Providence Memorial Campus-Tenet Healthcare,6741290,6741290,,,,IHQCANC,adult,22.6/100,2023-01-04 19:41:01.724154
739,Mercy Hospital-Rockville Centre,6214360,6214360,,,,IHQCANC,adult,22.6/100,2023-01-04 19:41:01.724154
740,Park Nicollet Methodist Hospital,6610840,6610840,,,,IHQCANC,adult,22.6/100,2023-01-04 19:41:01.724154
741,Regional Medical Center Bayonet Point,6390385,6390385,,,,IHQCANC,adult,22.6/100,2023-01-04 19:41:01.724154
742,Reid Health-Richmond,6421190,6421190,,,,IHQCANC,adult,22.6/100,2023-01-04 19:41:01.724154
743,SCL Health St. Mary's Medical Center,6840625,6840625,,,,IHQCANC,adult,22.6/100,2023-01-04 19:41:01.724154
744,St. Francis Hospital-Memphis,6520812,6520812,,,,IHQCANC,adult,22.6/100,2023-01-04 19:41:01.724154
745,St. Tammany Health System-Main Campus,6720185,6720185,,,,IHQCANC,adult,22.6/100,2023-01-04 19:41:01.724154
746,Virginia Mason Franciscan Health-St. Michael Medical Center,6910115,6910115,,,,IHQCANC,adult,22.5/100,2023-01-04 19:41:01.724154
747,St. Mary Medical Center-Langhorne,6231130,6231130,,,,IHQCANC,adult,22.4/100,2023-01-04 19:41:01.724154
748,UofL Health-Jewish Hospital,6510510,6510510,,,,IHQCANC,adult,22.4/100,2023-01-04 19:41:01.724154
749,Ascension Sacred Heart Pensacola Hospital,6390830,6390830,,,,IHQCANC,adult,22.3/100,2023-01-04 19:41:01.724154
750,Kaiser Permanente Walnut Creek Medical Center,6930068,6930068,,,,IHQCANC,adult,22.3/100,2023-01-04 19:41:01.724154
751,Kaweah Health Medical Center,6933850,6933850,,,,IHQCANC,adult,22.3/100,2023-01-04 19:41:01.724154
752,Baptist Memorial Hospital-North Mississippi,6540693,6540693,,,,IHQCANC,adult,22.2/100,2023-01-04 19:41:01.724154
753,Kadlec Regional Medical Center,6910530,6910530,,,,IHQCANC,adult,22.2/100,2023-01-04 19:41:01.724154
754,Mary Greeley Medical Center,6620055,6620055,,,,IHQCANC,adult,22.2/100,2023-01-04 19:41:01.724154
755,Mercy Medical Center-Baltimore,6320220,6320220,,,,IHQCANC,adult,22.2/100,2023-01-04 19:41:01.724154
756,Blake Medical Center,6390055,6390055,,,,IHQCANC,adult,22.1/100,2023-01-04 19:41:01.724154
757,Kaiser Permanente Sacramento Medical Center,6932662,6932662,,,,IHQCANC,adult,22.1/100,2023-01-04 19:41:01.724154
758,Trinity Health Livonia Hospital,6441669,6441669,,,,IHQCANC,adult,22.1/100,2023-01-04 19:41:01.724154
759,Blessing Hospital,6430017,6430017,,,,IHQCANC,adult,22.0/100,2023-01-04 19:41:01.724154
760,Jefferson Health-Jefferson Torresdale Hospital,6230054,6230054,,,,IHQCANC,adult,22.0/100,2023-01-04 19:41:01.724154
761,Memorial Hospital at Gulfport,6540300,6540300,,,,IHQCANC,adult,22.0/100,2023-01-04 19:41:01.724154
762,Hendrick Medical Center,6740020,6740020,,,,IHQCANC,adult,21.9/100,2023-01-04 19:41:01.724154
763,Erlanger Medical Center,6520065,6520065,,,,IHQCANC,adult,21.8/100,2023-01-04 19:41:01.724154
764,Gundersen Lutheran Medical Center,6450680,6450680,,,,IHQCANC,adult,21.8/100,2023-01-04 19:41:01.724154
765,Guthrie Robert Packer Hospital,6232970,6232970,,,,IHQCANC,adult,21.8/100,2023-01-04 19:41:01.724154
766,St. Mary Medical Center-Hobart,6420565,6420565,,,,IHQCANC,adult,21.8/100,2023-01-04 19:41:01.724154
767,Ascension Via Christi Hospital Wichita,6670017,6670017,,,,IHQCANC,adult,21.7/100,2023-01-04 19:41:01.724154
768,Methodist Medical Center of Oak Ridge,6521080,6521080,,,,IHQCANC,adult,21.7/100,2023-01-04 19:41:01.724154
769,MountainView Hospital,6880007,6880007,,,,IHQCANC,adult,21.7/100,2023-01-04 19:41:01.724154
770,AdventHealth Ocala,6390670,6390670,,,,IHQCANC,adult,21.6/100,2023-01-04 19:41:01.724154
771,Ascension Providence Hospital,6743660,6743660,,,,IHQCANC,adult,21.6/100,2023-01-04 19:41:01.724154
772,Liberty Hospital,6630605,6630605,,,,IHQCANC,adult,21.6/100,2023-01-04 19:41:01.724154
773,MUSC Health Florence Medical Center,6370011,6370011,,,,IHQCANC,adult,21.5/100,2023-01-04 19:41:01.724154
774,Ascension St. John Medical Center,6731220,6731220,,,,IHQCANC,adult,21.4/100,2023-01-04 19:41:01.724154
775,Flagstaff Medical Center,6860021,6860021,,,,IHQCANC,adult,21.4/100,2023-01-04 19:41:01.724154
776,HCA Florida Oak Hill Hospital,6390997,6390997,,,,IHQCANC,adult,21.4/100,2023-01-04 19:41:01.724154
777,Kaiser Permanente Santa Clara Medical Center,6933402,6933402,,,,IHQCANC,adult,21.4/100,2023-01-04 19:41:01.724154
778,Kootenai Health-Coeur D'Alene,6820111,6820111,,,,IHQCANC,adult,21.3/100,2023-01-04 19:41:01.724154
779,Marietta Memorial Hospital,6411630,6411630,,,,IHQCANC,adult,21.3/100,2023-01-04 19:41:01.724154
780,McLaren Flint Hospital,6441038,6441038,,,,IHQCANC,adult,21.3/100,2023-01-04 19:41:01.724154
781,St. Luke's Hospital-Duluth,6610400,6610400,,,,IHQCANC,adult,21.3/100,2023-01-04 19:41:01.724154
782,CHI St. Vincent Hot Springs Hospital,6710300,6710300,,,,IHQCANC,adult,21.2/100,2023-01-04 19:41:01.724154
783,Mercy Hospital Northwest Arkansas,6710535,6710535,,,,IHQCANC,adult,21.2/100,2023-01-04 19:41:01.724154
784,Southeast Health Medical Center,6530373,6530373,,,,IHQCANC,adult,21.2/100,2023-01-04 19:41:01.724154
785,Anderson Regional Medical Center,6540510,6540510,,,,IHQCANC,adult,21.1/100,2023-01-04 19:41:01.724154
786,HSHS St. Vincent Hospital,6450450,6450450,,,,IHQCANC,adult,21.1/100,2023-01-04 19:41:01.724154
787,McLaren Macomb Hospital,6441847,6441847,,,,IHQCANC,adult,21.1/100,2023-01-04 19:41:01.724154
788,Mease Countryside Hospital,6390160,6390160,,,,IHQCANC,adult,21.1/100,2023-01-04 19:41:01.724154
789,Cleveland Clinic Indian River Hospital,6391120,6391120,,,,IHQCANC,adult,21.0/100,2023-01-04 19:41:01.724154
790,Mills-Peninsula Health Services-Burlingame,6930315,6930315,,,,IHQCANC,adult,21.0/100,2023-01-04 19:41:01.724154
791,Ascension Providence Hospital-Mobile,6530630,6530630,,,,IHQCANC,adult,20.9/100,2023-01-04 19:41:01.724154
792,Fawcett Memorial Hospital,6390865,6390865,,,,IHQCANC,adult,20.9/100,2023-01-04 19:41:01.724154
793,Owensboro Health Regional Hospital,6510003,6510003,,,,IHQCANC,adult,20.8/100,2023-01-04 19:41:01.724154
794,Baxter Regional Medical Center,6710482,6710482,,,,IHQCANC,adult,20.7/100,2023-01-04 19:41:01.724154
795,Corewell Health Lakeland Hospital,6440215,6440215,,,,IHQCANC,adult,20.6/100,2023-01-04 19:41:01.724154
796,Riverside Regional Medical Center,6340520,6340520,,,,IHQCANC,adult,20.6/100,2023-01-04 19:41:01.724154
797,St. Mark's Hospital,6870290,6870290,,,,IHQCANC,adult,20.5/100,2023-01-04 19:41:01.724154
798,MaineGeneral Medical Center,6110555,6110555,,,,IHQCANC,adult,20.4/100,2023-01-04 19:41:01.724154
799,St. Bernardine Medical Center,6932760,6932760,,,,IHQCANC,adult,20.4/100,2023-01-04 19:41:01.724154
800,Augusta Health-Fishersville,6340005,6340005,,,,IHQCANC,adult,20.3/100,2023-01-04 19:41:01.724154
801,Physicians Regional-Pine Ridge Hospital,6390103,6390103,,,,IHQCANC,adult,20.3/100,2023-01-04 19:41:01.724154
802,Community Hospital South,6420728,6420728,,,,IHQCANC,adult,20.2/100,2023-01-04 19:41:01.724154
803,Mercy Medical Center-Springfield,6141940,6141940,,,,IHQCANC,adult,20.1/100,2023-01-04 19:41:01.724154
804,Christus St. Frances Cabrini Hospital,6720050,6720050,,,,IHQCANC,adult,20.0/100,2023-01-04 19:41:01.724154
805,HonorHealth John C. Lincoln Medical Center,6860253,6860253,,,,IHQCANC,adult,20.0/100,2023-01-04 19:41:01.724154
806,MultiCare Deaconess Hospital,6910880,6910880,,,,IHQCANC,adult,20.0/100,2023-01-04 19:41:01.724154
807,North Mississippi Medical Center-Tupelo,6540810,6540810,,,,IHQCANC,adult,20.0/100,2023-01-04 19:41:01.724154
808,Valley Baptist Medical Center-Harlingen,6741790,6741790,,,,IHQCANC,adult,20.0/100,2023-01-04 19:41:01.724154
809,Carroll Hospital Center,6320880,6320880,,,,IHQCANC,adult,19.9/100,2023-01-04 19:41:01.724154
810,Grandview Medical Center-Birmingham,6530161,6530161,,,,IHQCANC,adult,19.9/100,2023-01-04 19:41:01.724154
811,Prisma Health Richland Hospital,6370140,6370140,,,,IHQCANC,adult,19.8/100,2023-01-04 19:41:01.724154
812,CaroMont Regional Medical Center,6360580,6360580,,,,IHQCANC,adult,19.7/100,2023-01-04 19:41:01.724154
813,St. Clair Hospital,6232575,6232575,,,,IHQCANC,adult,19.7/100,2023-01-04 19:41:01.724154
814,Sunrise Hospital and Medical Center,6880069,6880069,,,,IHQCANC,adult,19.7/100,2023-01-04 19:41:01.724154
815,TriStar Centennial Medical Center,6520002,6520002,,,,IHQCANC,adult,19.6/100,2023-01-04 19:41:01.724154
816,Venice Regional Bayfront Hospital,6391119,6391119,,,,IHQCANC,adult,19.5/100,2023-01-04 19:41:01.724154
817,Prisma Health Baptist Hospital,6370190,6370190,,,,IHQCANC,adult,19.4/100,2023-01-04 19:41:01.724154
818,Baptist Health Paducah,6510815,6510815,,,,IHQCANC,adult,19.3/100,2023-01-04 19:41:01.724154
819,Good Samaritan Medical Center-West Palm Beach,6391130,6391130,,,,IHQCANC,adult,19.3/100,2023-01-04 19:41:01.724154
820,Parkwest Medical Center,6520530,6520530,,,,IHQCANC,adult,19.3/100,2023-01-04 19:41:01.724154
821,Alta Bates Summit Medical Center-Oakland,6930031,6930031,,,,IHQCANC,adult,19.1/100,2023-01-04 19:41:01.724154
822,Christus Santa Rosa Health System-San Antonio,6743120,6743120,,,,IHQCANC,adult,19.1/100,2023-01-04 19:41:01.724154
823,Blount Memorial Hospital,6520670,6520670,,,,IHQCANC,adult,19.0/100,2023-01-04 19:41:01.724154
824,Saint Luke's East Hospital,6630029,6630029,,,,IHQCANC,adult,19.0/100,2023-01-04 19:41:01.724154
825,Franciscan Health Indianapolis,6420029,6420029,,,,IHQCANC,adult,18.9/100,2023-01-04 19:41:01.724154
826,St. Bernards Medical Center,6710320,6710320,,,,IHQCANC,adult,18.8/100,2023-01-04 19:41:01.724154
827,Texas Health Harris Methodist Hospital Hurst-Euless-Bedford,6740280,6740280,,,,IHQCANC,adult,18.8/100,2023-01-04 19:41:01.724154
828,SSM Health St. Anthony Hospital-Oklahoma City,6730830,6730830,,,,IHQCANC,adult,18.7/100,2023-01-04 19:41:01.724154
829,Doylestown Hospital,6230590,6230590,,,,IHQCANC,adult,18.6/100,2023-01-04 19:41:01.724154
830,Mercy Medical Center Redding,6932520,6932520,,,,IHQCANC,adult,18.5/100,2023-01-04 19:41:01.724154
831,Ascension Saint Thomas Rutherford Hospital,6520920,6520920,,,,IHQCANC,adult,18.4/100,2023-01-04 19:41:01.724154
832,Banner Baywood Medical Center,6860185,6860185,,,,IHQCANC,adult,18.4/100,2023-01-04 19:41:01.724154
833,Forrest General Hospital,6540315,6540315,,,,IHQCANC,adult,18.4/100,2023-01-04 19:41:01.724154
834,Roper Hospital,6370090,6370090,,,,IHQCANC,adult,18.4/100,2023-01-04 19:41:01.724154
835,Sutter Roseville Medical Center,6932645,6932645,,,,IHQCANC,adult,18.4/100,2023-01-04 19:41:01.724154
836,Jackson-Madison County General Hospital,6524010,6524010,,,,IHQCANC,adult,18.2/100,2023-01-04 19:41:01.724154
837,Phoebe Putney Memorial Hospital,6380486,6380486,,,,IHQCANC,adult,18.1/100,2023-01-04 19:41:01.724154
838,Yakima Valley Memorial,6911260,6911260,,,,IHQCANC,adult,18.0/100,2023-01-04 19:41:01.724154
839,Christus St. Michael Health System-Texarkana,6740119,6740119,,,,IHQCANC,adult,17.8/100,2023-01-04 19:41:01.724154
840,Huntsville Hospital,6530510,6530510,,,,IHQCANC,adult,17.8/100,2023-01-04 19:41:01.724154
841,PeaceHealth Sacred Heart Medical Center at RiverBend,6920051,6920051,,,,IHQCANC,adult,17.8/100,2023-01-04 19:41:01.724154
842,Union Hospital-Terre Haute,6421366,6421366,,,,IHQCANC,adult,17.8/100,2023-01-04 19:41:01.724154
843,Crozer-Chester Medical Center,6230400,6230400,,,,IHQCANC,adult,17.7/100,2023-01-04 19:41:01.724154
844,Abrazo Arrowhead Campus,6860305,6860305,,,,IHQCANC,adult,17.6/100,2023-01-04 19:41:01.724154
845,Baptist Health Hardin,6510165,6510165,,,,IHQCANC,adult,17.6/100,2023-01-04 19:41:01.724154
846,Butler Health System-Butler Memorial Hospital,6230270,6230270,,,,IHQCANC,adult,17.6/100,2023-01-04 19:41:01.724154
847,Novant Health Presbyterian Medical Center,6360320,6360320,,,,IHQCANC,adult,17.5/100,2023-01-04 19:41:01.724154
848,HCA Houston Healthcare Conroe,6740117,6740117,,,,IHQCANC,adult,17.4/100,2023-01-04 19:41:01.724154
849,St. Clare's Denville Hospital,6220105,6220105,,,,IHQCANC,adult,17.4/100,2023-01-04 19:41:01.724154
850,United Health Services Hospitals-Binghamton,6211545,6211545,,,,IHQCANC,adult,17.3/100,2023-01-04 19:41:01.724154
851,Waukesha Memorial Hospital,6452020,6452020,,,,IHQCANC,adult,17.2/100,2023-01-04 19:41:01.724154
852,Wilkes-Barre General Hospital,6230026,6230026,,,,IHQCANC,adult,17.1/100,2023-01-04 19:41:01.724154
853,Barnes-Jewish St. Peters Hospital,6631280,6631280,,,,IHQCANC,adult,17.0/100,2023-01-04 19:41:01.724154
854,Crouse Hospital,6214890,6214890,,,,IHQCANC,adult,17.0/100,2023-01-04 19:41:01.724154
855,Ellis Hospital,6214560,6214560,,,,IHQCANC,adult,17.0/100,2023-01-04 19:41:01.724154
856,Ascension Borgess Hospital,6440017,6440017,,,,IHQCANC,adult,16.9/100,2023-01-04 19:41:01.724154
857,Harbor-UCLA Medical Center,6933683,6933683,,,,IHQCANC,adult,16.9/100,2023-01-04 19:41:01.724154
858,Memorial Hospital-Belleville,6430195,6430195,,,,IHQCANC,adult,16.6/100,2023-01-04 19:41:01.724154
859,Desert Regional Medical Center,6932325,6932325,,,,IHQCANC,adult,16.5/100,2023-01-04 19:41:01.724154
860,Mobile Infirmary Medical Center,6530006,6530006,,,,IHQCANC,adult,16.4/100,2023-01-04 19:41:01.724154
861,WellSpan Chambersburg Hospital,6230360,6230360,,,,IHQCANC,adult,16.4/100,2023-01-04 19:41:01.724154
862,HonorHealth Scottsdale Osborn Medical Center,6860376,6860376,,,,IHQCANC,adult,16.3/100,2023-01-04 19:41:01.724154
863,St. Elizabeth's Medical Center-Brighton,6140620,6140620,,,,IHQCANC,adult,16.3/100,2023-01-04 19:41:01.724154
864,St. Joseph's Medical Center-Stockton,6933620,6933620,,,,IHQCANC,adult,16.1/100,2023-01-04 19:41:01.724154
865,Hospital HIMA San Pablo Bayamon,6040055,6040055,,,,IHQCANC,adult,16.0/100,2023-01-04 19:41:01.724154
866,Genesis Medical Center-Davenport-West Central Park,6620004,6620004,,,,IHQCANC,adult,15.9/100,2023-01-04 19:41:01.724154
867,Washington Regional Medical Center,6710195,6710195,,,,IHQCANC,adult,15.9/100,2023-01-04 19:41:01.724154
868,Rapid City Regional Hospital,6650002,6650002,,,,IHQCANC,adult,15.7/100,2023-01-04 19:41:01.724154
869,Fort Walton Beach Medical Center,6390253,6390253,,,,IHQCANC,adult,15.5/100,2023-01-04 19:41:01.724154
870,Singing River Health System-Pascagoula,6540021,6540021,,,,IHQCANC,adult,15.5/100,2023-01-04 19:41:01.724154
871,Parkridge Medical Center,6520015,6520015,,,,IHQCANC,adult,15.3/100,2023-01-04 19:41:01.724154
872,Palmetto General Hospital,6394001,6394001,,,,IHQCANC,adult,15.0/100,2023-01-04 19:41:01.724154
873,Bassett Medical Center,6210001,6210001,,,,IHQCANC,adult,14.8/100,2023-01-04 19:41:01.724154
874,Emanate Health Queen of The Valley Hospital,6930689,6930689,,,,IHQCANC,adult,14.5/100,2023-01-04 19:41:01.724154
875,JFK Medical Center,6390074,6390074,,,,IHQCANC,adult,14.5/100,2023-01-04 19:41:01.724154
876,Christus Good Shepherd Medical Center-Marshall,6742430,6742430,,,,IHQCANC,adult,14.4/100,2023-01-04 19:41:01.724154
877,Legacy Salmon Creek Medical Center,6910013,6910013,,,,IHQCANC,adult,14.4/100,2023-01-04 19:41:01.724154
878,Antelope Valley Hospital,6931178,6931178,,,,IHQCANC,adult,14.2/100,2023-01-04 19:41:01.724154
879,Piedmont Macon Hospital,6380715,6380715,,,,IHQCANC,adult,14.0/100,2023-01-04 19:41:01.724154
880,Baptist Health Medical Center-North Little Rock,6710497,6710497,,,,IHQCANC,adult,13.8/100,2023-01-04 19:41:01.724154
881,Cookeville Regional Medical Center,6520212,6520212,,,,IHQCANC,adult,13.8/100,2023-01-04 19:41:01.724154
882,Freeman Health System-Joplin,6630008,6630008,,,,IHQCANC,adult,13.8/100,2023-01-04 19:41:01.724154
883,Memorial Medical Center-Modesto,6931929,6931929,,,,IHQCANC,adult,13.8/100,2023-01-04 19:41:01.724154
884,Novant Health Forsyth Medical Center,6361685,6361685,,,,IHQCANC,adult,13.7/100,2023-01-04 19:41:01.724154
885,Ascension St. Vincent's East Hospital,6530180,6530180,,,,IHQCANC,adult,13.5/100,2023-01-04 19:41:01.724154
886,Beebe Healthcare-Lewes,6310030,6310030,,,,IHQCANC,adult,13.5/100,2023-01-04 19:41:01.724154
887,Eastside Medical Center,6381075,6381075,,,,IHQCANC,adult,13.5/100,2023-01-04 19:41:01.724154
888,University Hospital-San Juan,6040050,6040050,,,,IHQCANC,adult,13.5/100,2023-01-04 19:41:01.724154
889,Northwest Medical Center-Margate,6390509,6390509,,,,IHQCANC,adult,13.4/100,2023-01-04 19:41:01.724154
890,Southeast Georgia Health System Brunswick Campus,6380340,6380340,,,,IHQCANC,adult,13.0/100,2023-01-04 19:41:01.724154
891,Springhill Medical Center,6530640,6530640,,,,IHQCANC,adult,12.9/100,2023-01-04 19:41:01.724154
892,Heritage Valley Health System-Beaver,6230100,6230100,,,,IHQCANC,adult,12.7/100,2023-01-04 19:41:01.724154
893,Regional Hospital of Scranton,6233000,6233000,,,,IHQCANC,adult,12.6/100,2023-01-04 19:41:01.724154
894,Citrus Memorial Health System-Inverness,6390305,6390305,,,,IHQCANC,adult,12.4/100,2023-01-04 19:41:01.724154
895,Good Samaritan Hospital-San Jose,6930076,6930076,,,,IHQCANC,adult,12.1/100,2023-01-04 19:41:01.724154
896,Brookwood Baptist Medical Center,6530175,6530175,,,,IHQCANC,adult,11.6/100,2023-01-04 19:41:01.724154
897,Manatee Memorial Hospital,6390064,6390064,,,,IHQCANC,adult,11.5/100,2023-01-04 19:41:01.724154
898,Decatur Morgan Hospital,6530011,6530011,,,,IHQCANC,adult,11.3/100,2023-01-04 19:41:01.724154
899,Dominican Hospital,6930008,6930008,,,,IHQCANC,adult,11.3/100,2023-01-04 19:41:01.724154
900,Marian Regional Medical Center,6933440,6933440,,,,IHQCANC,adult,11.2/100,2023-01-04 19:41:01.724154
901,Doctors Center,6040325,6040325,,,,IHQCANC,adult,11.0/100,2023-01-04 19:41:01.724154
902,Princeton Baptist Medical Center,6530160,6530160,,,,IHQCANC,adult,10.9/100,2023-01-04 19:41:01.724154
903,TriStar Summit Medical Center,6520043,6520043,,,,IHQCANC,adult,10.5/100,2023-01-04 19:41:01.724154
904,West Florida Hospital,6390793,6390793,,,,IHQCANC,adult,9.3/100,2023-01-04 19:41:01.724154
905,Mercy Health-West Hospital,6410518,6410518,,,,IHQCANC,adult,8.3/100,2023-01-04 19:41:01.724154
906,Dignity Health Yavapai Regional Medical Center,6860320,6860320,,,,IHQCANC,adult,6.7/100,2023-01-04 19:41:01.724154
907,Eastern Idaho Regional Medical Center,6820165,6820165,,,,IHQCANC,adult,6.5/100,2023-01-04 19:41:01.724154
